id,setId,name,faction,mainDeck,cost,type,subtype,sets,atk,hp,keywords,flip,face,singularity,description,imageId
dcs_03_003ex,DCS-03-003 EX,AS-01 Mass Produced Suit,Blue,Persona,3,Character,Mecha,"Dawn of the Celestial Shadow, Structure Deck: Time for Counterattack",4,4,"piloted, shatter, obliviate",FALSE,1,FALSE,"[PILOTED]
[SHATTER]: Obliviate this card.",dcs_03_003_ex
dcs_03_004ex,DCS-03-004 EX,DS-03S Steel Sentinel,Blue,Persona,5,Character,Mecha,"Dawn of the Celestial Shadow, Structure Deck: Time for Counterattack",4,6,"piloted, guard, shield, shatter",TRUE,1,TRUE,"[PILOTED]: [GUARD] [SHIELD 1]
[SHATTER]: Return this card to play, then flip this card.",dcs_03_004_f_ex
dcs_03_004ex,DCS-03-004 EX,DS-03S Steel Sentinel,Blue,Persona,5,Character,Mecha,"Dawn of the Celestial Shadow, Structure Deck: Time for Counterattack",2,3,"piloted, guard, shield, shatter",TRUE,2,TRUE,"[PILOTED]: [GUARD] [SHIELD 1]
[SHATTER]: Return this card to play, then flip this card.",dcs_03_004_r_ex
dcs_03_005ex,DCS-03-005 EX,AS-03A Shadow Lancer,Blue,Persona,5,Character,Mecha,"Dawn of the Celestial Shadow, Structure Deck: Time for Counterattack",6,4,"piloted, assault, preemptive strike, shatter",TRUE,1,TRUE,"[PILOTED]: [ASSAULT] [PREEMPTIVE STRIKE]
[SHATTER]: Return this card to play, then flip this card.",dcs_03_005_f_ex
dcs_03_005ex,DCS-03-005 EX,AS-03A Shadow Lancer,Blue,Persona,5,Character,Mecha,"Dawn of the Celestial Shadow, Structure Deck: Time for Counterattack",3,2,"piloted, assault, preemptive strike, shatter",TRUE,2,TRUE,"[PILOTED]: [ASSAULT] [PREEMPTIVE STRIKE]
[SHATTER]: Return this card to play, then flip this card.",dcs_03_005_r_ex
dcs_03_006ex,DCS-03-006 EX,CS-06B Gravity Shifter,Blue,Persona,6,Character,Mecha,Dawn of the Celestial Shadow,4,5,"piloted, barrier, shatter, put into play, obliviate",FALSE,1,TRUE,"[PILOTED]: [BARRIER]
[SHATTER]: Obliviate this card, then put target obliviated Mecha into play and assign it to the Pilot of this card.",dcs_03_006_ex
dcs_03_007ex,DCS-03-007 EX,AS-05A Inferno Saber,Blue,Persona,6,Character,Mecha,Dawn of the Celestial Shadow,5,5,"piloted, assault, breakthrough, shatter",TRUE,1,TRUE,"[PILOTED]: [ASSAULT] [BREAKTHROUGH]
[SHATTER]: Return this card to play, then flip this card.",dcs_03_007_f_ex
dcs_03_007ex,DCS-03-007 EX,AS-05A Inferno Saber,Blue,Persona,6,Character,Mecha,Dawn of the Celestial Shadow,3,3,"piloted, assault, breakthrough, shatter, deal, obliviate",TRUE,2,TRUE,"[PILOTED]: [ASSAULT] [BREAKTHROUGH]
Whenever this card attacks or blocks, it deals 2 damage before damage exchange.
[SHATTER]: Obliviate this card.",dcs_03_007_r_ex
dcs_03_008ex,DCS-03-008 EX,CS-04 Sky Strategist,Blue,Persona,7,Character,Mecha,Dawn of the Celestial Shadow,6,6,"piloted, buff, turn end, shatter, graveyard",TRUE,1,TRUE,"[PILOTED]: Adjacent Drones get +1 ATK.
[TURN END]: Put target obliviated Drone into your graveyard.
[SHATTER]: Return this card to play, then flip this card.",dcs_03_008_f_ex
dcs_03_008ex,DCS-03-008 EX,CS-04 Sky Strategist,Blue,Persona,7,Character,Mecha,Dawn of the Celestial Shadow,3,3,"piloted, buff, turn end, shatter, graveyard",TRUE,2,TRUE,"[PILOTED]: Adjacent Drones get +1 ATK.
[TURN END]: Put target obliviated Drone into your graveyard.
[SHATTER]: Return this card to play, then flip this card.",dcs_03_008_r_ex
dcs_03_009ex,DCS-03-009 EX,AS-05E Thunder Sovereign,Blue,Persona,7,Character,Mecha,"Dawn of the Celestial Shadow, Structure Deck: Time for Counterattack",7,6,"piloted, explosion, enter, deal, shatter",TRUE,1,TRUE,"[PILOTED]: [EXPLOSION 2]
[ENTER]: This card deals damage equal to its ATK value to target Character.
[SHATTER]: Return this card to play, then flip this card.",dcs_03_009_f_ex
dcs_03_009ex,DCS-03-009 EX,AS-05E Thunder Sovereign,Blue,Persona,7,Character,Mecha,"Dawn of the Celestial Shadow, Structure Deck: Time for Counterattack",4,3,"piloted, explosion, enter, deal, shatter",TRUE,2,TRUE,"[PILOTED]: [EXPLOSION 2]
[ENTER]: This card deals damage equal to its ATK value to target Character.
[SHATTER]: Return this card to play, then flip this card.",dcs_03_009_r_ex
sd_03_006ex,SD-03-006 EX,AS-7B Lightning Warlock,Blue,Persona,8,Character,Mecha,Structure Deck: Time for Counterattack,0,8,"piloted, barrier, breakthrough, regeneration, shatter, buff, obliviate",FALSE,1,TRUE,"[PILOTED]: [BARRIER] [REGENERATION 1] [BREAKTHROUGH]
[SHATTER]: Obliviate this card.
This card gets +X ATK, where X is half the damages on its Pilot, rounded up.",sd_03_006_ex
dcs_03_010ex,DCS-03-010 EX,CS-05 Infinite Crowd,Blue,Persona,8,Character,Mecha,Dawn of the Celestial Shadow,3,3,"piloted, buff, enter, shatter, graveyard, put into play, obliviate",FALSE,1,TRUE,"[PILOTED]: This card gets +2 ATK and +2 HP for each face down card in its subslots.
[ENTER]: Put 3 Drones from your graveyard into this card’s subslots face down.
Whenever this card would take damage, remove a Drone from its subslot and put it into play instead.
[SHATTER]: Obliviate this card.",dcs_03_010_ex
dcs_03_011ex,DCS-03-011 EX,"RS-0 Valgram, Prototype",Blue,Persona,11,Character,Mecha,Dawn of the Celestial Shadow,11,11,"piloted, barrier, breakthrough, guard, regeneration, shatter",TRUE,1,TRUE,"[PILOTED]: [BREAKTHROUGH] [EXPLOSION 2] [GUARD] [REGENERATION 2]
[SHATTER]: Return this card to play, then flip this card.",dcs_03_011_f_ex
dcs_03_011ex,DCS-03-011 EX,"RS-0 Valgram, Prototype",Blue,Persona,11,Character,Mecha,Dawn of the Celestial Shadow,7,6,"piloted, barrier, breakthrough, guard, regeneration, shatter, graveyard, buff, obliviate",TRUE,2,TRUE,"[PILOTED]: [BREAKTHROUGH] [EXPLOSION 2] [GUARD] [REGENERATION 2]
Whenever this card attacks, you may obliviate its Pilot. If you do, this card gets +2 ATK and you can play a copy of Barrage Fire from your graveyard without paying its cost.
[SHATTER]: Obliviate this card.",dcs_03_011_r_ex
dcs_03_012n,DCS-03-012 N,Automatic Turret,Blue,Deck,1,Character,Drone,Dawn of the Celestial Shadow,0,1,deal,FALSE,1,FALSE,"Whenever an opposing card attacks a Character you control, this card deals 1 damage to it before Damage Exchange.",dcs_03_012_n
dcs_03_013n,DCS-03-013 N,Shield Drone,Blue,Deck,1,Character,Drone,"Dawn of the Celestial Shadow, Structure Deck: Time for Counterattack",0,1,"frazzle, shield",FALSE,1,FALSE,"FRAZZLE, FRAZZLE: Target card gets [SHIELD 1] until end of turn.",dcs_03_013_n
dcs_03_014n,DCS-03-014 N,Surveillance Drone,Blue,Deck,1,Character,Drone,"Dawn of the Celestial Shadow, Structure Deck: Time for Counterattack",0,1,"enter, graveyard, draw",FALSE,1,FALSE,"[ENTER]: Look at the top 2 cards of your deck. Add one to your hand, then put the other into your graveyard.",dcs_03_014_n
dcs_03_015n,DCS-03-015 N,Powered Exoskeleton,Blue,Deck,1,Character,Drone,Dawn of the Celestial Shadow,1,1,"frazzle, worn, buff",FALSE,1,FALSE,"FRAZZLE, FRAZZLE: This card gets “[WORN]: The wearer of this card gets +2 ATK”, then assign it to target Character you control.",dcs_03_015_n
dcs_03_016n,DCS-03-016 N,Replicant Automaton,Blue,Deck,1,Character,Drone,"Dawn of the Celestial Shadow, Structure Deck: Time for Counterattack",1,1,"enter, search, put into play",FALSE,1,FALSE,"[ENTER]: If you don’t control another card with the same name, search your deck for a Replicant Automaton and put it into play.",dcs_03_016_n
sd_03_010n,SD-03-010 N,Rookie in Training,Blue,Deck,1,Character,Pilot,Structure Deck: Time for Counterattack,1,1,"pilot, frazzle, put into play",FALSE,1,FALSE,"[PILOT]
Remove X Training counters: Put target Mecha that costs X from your Persona Deck or your oblivion into play, then assign it to this card.
FRAZZLE: Place 1 Training counter on this card.",sd_03_010_n
dcs_03_017n,DCS-03-017 N,Combat Scanner,Blue,Deck,1,Character,Drone,Dawn of the Celestial Shadow,1,2,"isolate, negate",FALSE,1,FALSE,Drones can block cards with [ISOLATE].,dcs_03_017_n
dcs_03_018n,DCS-03-018 N,Rapid Response Sentinel,Blue,Deck,1,Character,Drone,"Dawn of the Celestial Shadow, Structure Deck: Time for Counterattack",2,1,assault,FALSE,1,FALSE,[ASSAULT],dcs_03_018_n
dcs_03_019n,DCS-03-019 N,Drone Under Construction,Blue,Deck,2,Character,Drone,Dawn of the Celestial Shadow,0,2,"frazzle, put into play, shatter",FALSE,1,FALSE,"FRAZZLE: Look at the top card of your deck. If it’s a Drone, put it into play, then shatter this card. Otherwise, put it on the top of your deck.",dcs_03_019_n
dcs_03_020n,DCS-03-020 N,Holographic Projection Unit,Blue,Deck,2,Character,Drone,Dawn of the Celestial Shadow,0,2,"frazzle, redirect",FALSE,1,FALSE,"FRAZZLE, FRAZZLE: This card must be chosen as target of the next opposing Action or ability.",dcs_03_020_n
dcs_03_021n,DCS-03-021 N,Defense Pilot,Blue,Deck,2,Character,Pilot,Dawn of the Celestial Shadow,1,2,"pilot, shield, buff",FALSE,1,FALSE,"[SHIELD 1]
[PILOT]: Piloted Mecha gets +1 HP.",dcs_03_021_n
dcs_03_022n,DCS-03-022 N,First Aid Team,Blue,Deck,2,Character,Medic,Dawn of the Celestial Shadow,1,3,"enter, heal, graveyard",FALSE,1,FALSE,"[ENTER]: Choose 1:
• [HEAL 2] target non-Drone non-Mecha card.
• Return target Pilot from your graveyard to your hand.",dcs_03_022_n
dcs_03_023n,DCS-03-023 N,Predictive Unit,Blue,Deck,2,Character,Drone,Dawn of the Celestial Shadow,1,3,negate,FALSE,1,FALSE,Opposing cards lose [PREEMPTIVE STRIKE].,dcs_03_023_n
dcs_03_024n,DCS-03-024 N,Maintenance Worker,Blue,Deck,2,Character,Engineer,"Dawn of the Celestial Shadow, Structure Deck: Time for Counterattack",1,3,"turn end, heal",FALSE,1,FALSE,[TURN END]: [HEAL 2] target Mecha or Drone.,dcs_03_024_n
sd_03_013n,SD-03-013 N,Radio Recon,Blue,Deck,2,Character,Operator,Structure Deck: Time for Counterattack,1,3,"rapid recovery, frazzle, draw, buff, graveyard",FALSE,1,FALSE,"[RAPID RECOVERY]
FRAZZLE, FRAZZLE: Draw 1 card, then you may discard 1 card. If you do, target Mecha you control gets +1 ATK until end of turn.",sd_03_013_n
dcs_03_025n,DCS-03-025 N,"Haruka Phoenix, Daring Pilot",Blue,Deck,2,Character,Pilot,Dawn of the Celestial Shadow,2,1,"pilot, pay, shatter",FALSE,1,TRUE,"[PILOT]: Whenever the Piloted Mecha is obliviated, you may PAY 2. If you do, return that card your Persona Deck instead.
[SHATTER]: You may PAY 2. If you do, return this card to your hand.",dcs_03_025_n
dcs_03_026n,DCS-03-026 N,Attack Pilot,Blue,Deck,2,Character,Pilot,Dawn of the Celestial Shadow,2,2,"pilot, preemptive strike, buff",FALSE,1,FALSE,"[PREEMPTIVE STRIKE]
[PILOT]: Piloted Mecha gets +1 ATK.",dcs_03_026_n
dcs_03_027n,DCS-03-027 N,Precision Sentinel,Blue,Deck,2,Character,Drone,"Dawn of the Celestial Shadow, Structure Deck: Time for Counterattack",2,2,"enter, deal",FALSE,1,FALSE,[ENTER]: Deal 1 damage to target Character.,dcs_03_027_n
dcs_03_028n,DCS-03-028 N,Drone Operator,Blue,Deck,3,Character,Operator,Dawn of the Celestial Shadow,1,2,buff,FALSE,1,FALSE,Adjacent Drones get +1 ATK.,dcs_03_028_n
dcs_03_029n,DCS-03-029 N,Master Technician,Blue,Deck,3,Character,Engineer,Dawn of the Celestial Shadow,2,3,"enter, shatter, put into play",FALSE,1,FALSE,"[ENTER]: Shatter target Drone you control, then put a Drone from your hand into play.",dcs_03_029_n
dcs_03_030n,DCS-03-030 N,Stealth Remote Control Unit,Blue,Deck,3,Character,Drone,"Dawn of the Celestial Shadow, Structure Deck: Time for Counterattack",3,1,"frazzle, isolate",FALSE,1,FALSE,"[ISOLATE]
FRAZZLE: Target Mecha gets [ISOLATE] until end of turn.",dcs_03_030_n
dcs_03_031n,DCS-03-031 N,R&D Engineer,Blue,Deck,4,Character,Engineer,"Dawn of the Celestial Shadow, Structure Deck: Time for Counterattack",1,3,"enter, search, put into play",FALSE,1,FALSE,[ENTER]: Search your deck for a Drone and put it into play.,dcs_03_031_n
dcs_03_032n,DCS-03-032 N,Auxiliary Hangar,Blue,Deck,2,Scenography,Building,Dawn of the Celestial Shadow,,4,"buff, regeneration",FALSE,1,FALSE,"Whenever a Mecha you control attacks, it gets +1 ATK and [REGENERATION 2] until end of turn.",dcs_03_032_n
dcs_03_033n,DCS-03-033 N,Self-destruct Mechanism,Blue,Deck,3,Scenography,Weapon,Dawn of the Celestial Shadow,,2,"worn, deal, obliviate",FALSE,1,FALSE,"[WORN Mecha or Drone]: The wearer of this card gets “Obliviate this card and all the cards in its subslots: Deal X damage to target Character or Scenography, where X is the cost of the wearer”.",dcs_03_033_n
dcs_03_034n,DCS-03-034 N,"AB, Recovery Line",Blue,Deck,3,Scenography,Building,Dawn of the Celestial Shadow,,4,"enter, obliviate, graveyard, turn start, put into play",FALSE,1,FALSE,"[ENTER]: Obliviate target Mecha you control, then put any number of Drones with total cost equal to or less than the cost of the Mecha obliviated this way from your oblivion into your graveyard.
[TURN START]: Return target Drone that costs 2 or less from your graveyard to play.",dcs_03_034_n
dcs_03_035n,DCS-03-035 N,Switch Over,Blue,Deck,1,Action,Action,Dawn of the Celestial Shadow,,,,FALSE,1,FALSE,"Return target Pilot you control assigned to a Mecha to your hand, then put a Pilot from your hand into play and assign it to that Mecha.",dcs_03_035_n
dcs_03_036n,DCS-03-036 N,Emergency Assembly,Blue,Deck,2,Action,Strategy,"Dawn of the Celestial Shadow, Structure Deck: Time for Counterattack",,,"draw, reorder, graveyard",FALSE,1,FALSE,"Look at the top 3 cards of your deck. Add one to your hand, then put one at the top of your deck and one into your graveyard.",dcs_03_036_n
dcs_03_037n,DCS-03-037 N,Recalibrate Equipment,Blue,Deck,2,Action,Action,"Dawn of the Celestial Shadow, Structure Deck: Time for Counterattack",,,enter,FALSE,1,FALSE,Target Character triggers its [ENTER] ability.,dcs_03_037_n
dcs_03_038n,DCS-03-038 N,Barrage Fire,Blue,Deck,6,Action,Action,"Dawn of the Celestial Shadow, Structure Deck: Time for Counterattack",,,deal,FALSE,1,FALSE,Target Mecha you control deals damage equal to its ATK divided as you choose among 3 adjacent Characters.,dcs_03_038_n
"dcs01015sr","DCS 01 015 SR","Julia, Scarlet Swordwoman","Green","Deck","2","Character","Adventurer","Dawn of the Celestial Shadow, Structure Deck: the Hero's Journey","","","assault, enter, quest","FALSE","1","FALSE","[ASSAULT]
[ENTER]: [QUEST 1]
This card gets +1 ATK and +1 HP for each Quest counter on your Protagonist, up to a maximum of +3.","dcs_01_015_sr"
"dcs01017p","DCS 01 017 P","Oriana, Brash Mercenary","Green","Deck","3","Character","Adventurer","Dawn of the Celestial Shadow, Structure Deck: the Hero's Journey","","","rapid_recovery, regeneration, quest","FALSE","1","FALSE","[RAPID RECOVERY] [REGENERATION 1]
Whenever this card shatters an opposing Character while attacking, [QUEST 1].","dcs_01_017_p"
"dcs01036p","DCS 01 036 P","Heroic Destinies","Green","Deck","3","Action","","Dawn of the Celestial Shadow","","","quest, barrier","FALSE","1","FALSE","Choose 1:
• [QUEST 1], then draw 1 card.
• Heroes you control get +1 ATK and [BARRIER] until end of turn.","dcs_01_036_p"
"dcs02018p","DCS 02 018 P","Pain Fanatic","Red","Deck","2","Character","Supporter","Dawn of the Celestial Shadow","","","","FALSE","1","FALSE","This card gets +1 ATK for each damage on it.","dcs_02_018_p"
"dcs02033sr","DCS 02 033 SR","Isabella, First Descendant","Red","Deck","5","Character","Vampire","Dawn of the Celestial Shadow","","","isolate, enter","FALSE","1","FALSE","[ISOLATE]
[ENTER]: You can play a Blood Tithe from your Persona Deck.","dcs_02_033_sr"
"dcs02035p","DCS 02 035 P","Progenitor's Estate","Red","Deck","2","Scenography","Building","Dawn of the Celestial Shadow","","","","FALSE","1","FALSE","Vampires you control gets +1 ATK.
Supporters you control gets +1 HP.","dcs_02_035_p"
"dcs03016p","DCS 03 016 P","Replicant Automaton","Blue","Deck","1","Character","Drone","Dawn of the Celestial Shadow","","","enter","FALSE","1","FALSE","[ENTER]: If you don’t control another card with the same name, search your deck for a Replicant Automaton and put it into play.","dcs_03_016_p"
"dcs03025sr","DCS 03 025 SR","Haruka Phoenix, Daring Pilot","Blue","Deck","2","Character","Pilot","Dawn of the Celestial Shadow","","","pilot, shatter","FALSE","1","FALSE","[PILOT]: Whenever the Piloted Mecha is obliviated, you may PAY 2. If you do, return that card your Persona Deck instead.
[SHATTER]: You may PAY 2. If you do, return this card to your hand.","dcs_03_025_sr"
"dcs03037p","DCS 03 037 P","Recalibrate Equipment","Blue","Deck","2","Action","","Dawn of the Celestial Shadow","","","enter","FALSE","1","FALSE","Target Character triggers its [ENTER] ability.","dcs_03_037_p"
"dcs04001ex","DCS 04 001 EX","Satsuki, Ordinary Student","Pink","Protagonist","2","Protagonist","Student","Dawn of the Celestial Shadow, Structure Deck: Seraph Transform","","","turn_start","FALSE","1","FALSE","You cannot play Spells and/or Enchantments.
[TURN START]: Look at the top 3 cards of your deck. Put any number of them on the top of your deck in any order, then put the rest on the bottom of your deck.","dcs_04_001_ex"
"dcs04002ex","DCS 04 002 EX","Seraph Azalea, Magical Girl","Pink","Persona","2","Protagonist","Mage","Dawn of the Celestial Shadow, Structure Deck: Seraph Transform","","","alter_ego, barrier, enter, heal","FALSE","1","FALSE","[ALTER EGO 3] [BARRIER]
[ENTER]: [HEAL 3] target card, then draw 1 card.
Whenever you play a Spell, increase each numeric instance in its effect by 1.","dcs_04_002_ex"
"dcs04003ex","DCS 04 003 EX","Seraph Azalea, Second Form","Pink","Persona","2","Protagonist","Mage","Dawn of the Celestial Shadow, Structure Deck: Seraph Transform","","","alter_ego, barrier, enter","FALSE","1","FALSE","[ALTER EGO 7] [BARRIER]
[ENTER]: Add a Spell from your Persona Deck to your hand.
Whenever you play a Spell, increase each numeric instance in its effect by 1, then create a copy. You may choose new targets for the copy.","dcs_04_003_ex"
"dcs04004ex","DCS 04 004 EX","Seraph Azalea, Final Form","Pink","Persona","2","Protagonist","Mage","Dawn of the Celestial Shadow, Structure Deck: Seraph Transform","","","alter_ego, barrier, shield, enter","FALSE","1","FALSE","[ALTER EGO 10] [BARRIER] [SHIELD 1]
[ENTER]: Put a Magical Wand from your Persona Deck into play.
Whenever you play a Spell, increase each numeric instance in its effect by 1, then create two copies. You may choose new targets for the copies.","dcs_04_004_ex"
"dcs04005ex","DCS 04 005 EX","Rin, Gloomy Hikikomori","Pink","Protagonist","5","Protagonist","Student","Dawn of the Celestial Shadow","","","shield","FALSE","1","FALSE","You cannot play Spells and/or Enchantments.
If you don’t control a Character, this card gets [SHIELD 1].
Discard 1 Character or Scenography: Look at the top 2 cards of your deck. Add one to your hand, then put the other into your graveyard. Activate this ability only once per turn.","dcs_04_005_ex"
"dcs04006ex","DCS 04 006 EX","Seraph Aster, Lone Paladin","Pink","Persona","5","Protagonist","Mage","Dawn of the Celestial Shadow","","","alter_ego, barrier, shield","FALSE","1","FALSE","[ALTER EGO 3] [BARRIER] [SHIELD 1]
If you don’t control a Character, this card gets
“Whenever a Spell and/or Enchantment you control would affect your Protagonist, increase each numeric instance in its effect by 1”.","dcs_04_006_ex"
"dcs04007ex","DCS 04 007 EX","Seraph Aster, Redeemed","Pink","Persona","5","Protagonist","Mage","Dawn of the Celestial Shadow","","","alter_ego, barrier, shield, enter","FALSE","1","FALSE","[ALTER EGO 8] [BARRIER] [SHIELD 1]
[ENTER]: Put a Magical Wand from your Persona Deck into play, then add a Spell from your Persona Deck to your hand.
Whenever a Spell and/or Enchantment you control would affect your Protagonist, increase each numeric instance in its effect by 2.","dcs_04_007_ex"
"dcs04008ex","DCS 04 008 EX","Shining Seraph Wand","Pink","Persona","7","Scenography","Magical Wand","Dawn of the Celestial Shadow","","","imperishable, worn, breakthrough","FALSE","1","FALSE","[IMPERISHABLE]
[WORN Mage]: The wearer of this card gets +2 ATK and [BREAKTHROUGH].","dcs_04_008_ex"
"dcs04009ex","DCS 04 009 EX","Angel Glowing Restoration!","Pink","Persona","8","Action","Spell","Dawn of the Celestial Shadow","","","heal","FALSE","1","FALSE","Choose 2:
• [HEAL 2] target card.
• Return target Mage from your graveyard to play.
• Return all Scenographies from your graveyard to play.
• Draw 1 card.","dcs_04_009_ex"
"dcs04010ex","DCS 04 010 EX","Angel Shining Bloom!","Pink","Persona","8","Action","Spell","Dawn of the Celestial Shadow, Structure Deck: Seraph Transform","","","heal","FALSE","1","FALSE","Choose 1:
• Deal 5 damage to target card.
• Deal 1 damage to all opposing Characters.
• [HEAL 1] target card.
• Draw 1 card.","dcs_04_010_ex"
"dcs04011ex","DCS 04 011 EX","Angel Starry Flowering!","Pink","Persona","8","Action","Spell","Dawn of the Celestial Shadow","","","","FALSE","1","FALSE","Choose 2:
• Deal 2 damage to all opposing cards.
• Return up to three target Mages from your graveyard to play.
• Play a copy of a Spell from your graveyard.","dcs_04_011_ex"
"dcs04012n","DCS 04 012 N","Amateur Web Reporter","Pink","Deck","1","Character","Influencer","Dawn of the Celestial Shadow","","","","FALSE","1","FALSE","Whenever an Action you control resolves, place 1 Hype counter on this card.
Remove X Hype counters: Set aside X cards from your hand, then draw that many cards. Put the set aside cards on the top of your deck in any order.","dcs_04_012_n"
"dcs04013n","DCS 04 013 N","Arcane Familiar","Pink","Deck","1","Character","Familiar","Dawn of the Celestial Shadow, Structure Deck: Seraph Transform","","","enter","FALSE","1","FALSE","[ENTER]: Search your deck for a Seraph! Change! or a Spell or Enchantment that costs 2 or less, reveal it, and add it to your hand.","dcs_04_013_n"
"dcs04013p","DCS 04 013 P","Arcane Familiar","Pink","Deck","1","Character","Familiar","Dawn of the Celestial Shadow","","","enter","FALSE","1","FALSE","[ENTER]: Search your deck for a Seraph! Change! or a Spell or Enchantment that costs 2 or less, reveal it, and add it to your hand.","dcs_04_013_p"
"dcs04014n","DCS 04 014 N","Protective Barrier","Pink","Deck","2","Character","Barrier","Dawn of the Celestial Shadow, Structure Deck: Seraph Transform","","","guard","FALSE","1","FALSE","[GUARD]","dcs_04_014_n"
"dcs04015n","DCS 04 015 N","Seraph Lycoris, Magical Girl","Pink","Deck","5","Character","Mage","Dawn of the Celestial Shadow, Structure Deck: Seraph Transform","","","barrier, shield, enter","FALSE","1","FALSE","[BARRIER] [SHIELD 1]
[ENTER]: Return target Spell from your graveyard to your hand.","dcs_04_015_n"
"dcs04015sr","DCS 04 015 SR","Seraph Lycoris, Magical Girl","Pink","Deck","5","Character","Mage","Dawn of the Celestial Shadow","","","barrier, shield, enter","FALSE","1","FALSE","[BARRIER] [SHIELD 1]
[ENTER]: Return target Spell from your graveyard to your hand.","dcs_04_015_sr"
"dcs04016n","DCS 04 016 N","Seraph Freesia, Magical Girl","Pink","Deck","5","Character","Mage","Dawn of the Celestial Shadow, Structure Deck: Seraph Transform","","","barrier, shield, enter","FALSE","1","FALSE","[BARRIER] [SHIELD 1]
[ENTER]: Deal 4 damage to target Character.","dcs_04_016_n"
"dcs04017n","DCS 04 017 N","Seraph Iris, Magical Girl","Pink","Deck","5","Character","Mage","Dawn of the Celestial Shadow, Structure Deck: Seraph Transform","","","barrier, shield, enter","FALSE","1","FALSE","[BARRIER] [SHIELD 1]
[ENTER]: Look at the top 2 cards of your deck. Add one to your hand, then put the other on the top or bottom of your deck.","dcs_04_017_n"
"dcs04018n","DCS 04 018 N","Seraph Aster, Magical Girl","Pink","Deck","6","Character","Mage","Dawn of the Celestial Shadow, Structure Deck: Seraph Transform","","","barrier, shield","FALSE","1","FALSE","[BARRIER] [SHIELD 1]
Whenever a Spell you control resolves, this card gets +1 ATK until end of turn.","dcs_04_018_n"
"dcs04019n","DCS 04 019 N","Energy Drink","Pink","Deck","1","Scenography","Drink","Dawn of the Celestial Shadow","","","heal","FALSE","1","FALSE","PAY 1, shatter this card: Choose 1:
• [HEAL 1] target card.
• Draw 1 card.","dcs_04_019_n"
"dcs04020n","DCS 04 020 N","Radiant Aura","Pink","Deck","1","Scenography","Enchantment","Dawn of the Celestial Shadow","","","worn, shield","FALSE","1","FALSE","[WORN Mage]: The wearer of this card gets [SHIELD 1] against the first source of damage each turn.","dcs_04_020_n"
"dcs04021n","DCS 04 021 N","Deflecting Enchantment","Pink","Deck","2","Scenography","Enchantment","Dawn of the Celestial Shadow","","","","FALSE","1","FALSE","Whenever a Mage you control would take damage from an opposing Action or ability, you may deal that many damage to this card instead.
Whenever another Scenography you control would be shattered, you may shatter this card instead.","dcs_04_021_n"
"dcs04022n","DCS 04 022 N","Light Saber","Pink","Deck","2","Scenography","Enchantment","Dawn of the Celestial Shadow","","","worn","FALSE","1","FALSE","[WORN Mage or Rebel]: The wearer of this card gets +1 ATK.","dcs_04_022_n"
"dcs04023n","DCS 04 023 N","Urban Surveillance","Pink","Deck","4","Scenography","","Dawn of the Celestial Shadow","","","","FALSE","1","FALSE","Whenever a Character enters play under your opponent’s control, recover 1 Fragment.","dcs_04_023_n"
"dcs04024n","DCS 04 024 N","Seraph Warriors in Action!","Pink","Deck","7","Scenography","Enchantment","Dawn of the Celestial Shadow","","","rapid_recovery","FALSE","1","FALSE","Mages you control get [RAPID RECOVERY].
Whenever a Mage you control attacks, it deals 1 damage to target card.","dcs_04_024_n"
"dcs04025n","DCS 04 025 N","Celestial Ribbon","Pink","Deck","0","Action","Spell","Dawn of the Celestial Shadow, Structure Deck: Seraph Transform","","","","FALSE","1","FALSE","Target Character gets -1 ATK until end of turn.","dcs_04_025_n"
"dcs04026n","DCS 04 026 N","Dramatic Entrance","Pink","Deck","1","Action","","Dawn of the Celestial Shadow","","","","FALSE","1","FALSE","Return target Character you control to your hand, then put a Character with the same cost as that card from your hand into play.","dcs_04_026_n"
"dcs04027n","DCS 04 027 N","Enchanted Arrow","Pink","Deck","1","Action","Spell","Dawn of the Celestial Shadow, Structure Deck: Seraph Transform","","","","FALSE","1","FALSE","Deal 1 damage to target Character.","dcs_04_027_n"
"dcs04028n","DCS 04 028 N","Healing Glow","Pink","Deck","1","Action","Spell","Dawn of the Celestial Shadow","","","heal","FALSE","1","FALSE","[HEAL 1] target card.","dcs_04_028_n"
"dcs04029n","DCS 04 029 N","Mystic Reflection","Pink","Deck","1","Action","Spell","Dawn of the Celestial Shadow, Structure Deck: Seraph Transform","","","","FALSE","1","FALSE","Look at the top 2 cards of your deck. Add one to your hand, then put the other on the top or bottom of your deck.","dcs_04_029_n"
"dcs04030n","DCS 04 030 N","Defense Shield","Pink","Deck","2","Action","Spell","Dawn of the Celestial Shadow, Structure Deck: Seraph Transform","","","shield","FALSE","1","FALSE","Target card gets [SHIELD 1] until end of turn.","dcs_04_030_n"
"dcs04031n","DCS 04 031 N","Rapid Unraveling","Pink","Deck","2","Action","Spell","Dawn of the Celestial Shadow","","","","FALSE","1","FALSE","Deal 3 damage to target Scenography.","dcs_04_031_n"
"dcs04032n","DCS 04 032 N","Light Shower","Pink","Deck","3","Action","Spell","Dawn of the Celestial Shadow, Structure Deck: Seraph Transform","","","","FALSE","1","FALSE","Deal 1 damage to all opposing Characters.","dcs_04_032_n"
